Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
09992,POP MART,0.1253999999999999,316.0,+35.200,88,1,38320773.0,11511685543.0,57.091,125.746,0.0028000000000000004,27.283,275.0,280.8,319.4,267.6,316.0,316.2,77800,13600,2.85%,0.32%,0.1845,5.27,0.4068,Toys & Leisure,424370035400.00,424370035400.00,1342943150.0,1342943150.0,0.1791,0.1408,0.3036,0.3602,1.9202000000000001,7.1418,2.5601,,,,,,,,1,51.799999999999955,301.0,1,1,1,,24.222789362452556,Liquid,33290246.814671844,,,,,0.9,0.9,Momentum,,,,,,,0.06949999999999998
01810,XIAOMI-W,0.0029,52.55,+0.150,71,-1,158096364.0,8262256912.0,33.514,53.513,0.0,4.939,51.2,52.4,53.0,51.05,52.55,52.6,590200,368400,0.61%,-0.10%,0.037200000000000004,1.32,0.031200000000000002,Telecom Equipment,1367589175097.60,1367589175097.60,26024532352.0,26024532352.0,-0.0131,-0.0269,-0.1002,0.0194,-0.012199999999999999,2.1094999999999997,0.5232,,,,,,,,1,1.9500000000000028,52.199999999999996,1,0,0,,25.39904013412851,Liquid,85128811.38461503,,,,,,,,,,,,,,0.017400000000000002
09988,BABA-W,-0.0068,117.5,-0.800,23,1,62830049.0,7348177075.0,15.977,15.977,0.0167,2.048,117.2,118.3,118.0,116.1,117.4,117.5,376800,517900,0.33%,0.09%,0.0161,0.66,0.21789999999999998,online retailer,2241747659370.00,2241747659370.00,19078703484.0,19078703484.0,-0.0501,0.0069,-0.0281,0.0125,-0.0867,0.532,0.4606,,,,,,,0,1,2.200000000000003,117.2,1,0,0,,24.971922081162123,Liquid,29761602.157894835,,,,,,,,,,,,,,-0.00956153846153847
01797,EAST BUY,0.0822,37.14,+2.820,21,-1,156672541.0,5828165735.0,26.136,20.553,0.0,7.255,35.94,34.32,39.46,34.5,37.14,37.16,12500,23500,14.97%,-1.02%,0.1445,1.82,-0.3815,Interactive media and services,38864207341.32,38864207341.32,1046424538.0,1046424538.0,0.17309999999999998,0.4362,1.2536,1.8880000000000001,1.9665000000000001,2.3339,1.0656,,,,,,,,0,5.140000000000001,37.03333333333334,1,0,1,,23.885173861126823,Liquid,10107905.870967748,,,,,,,,,,,,,,-0.011861538461538444
00981,SMIC,0.034,51.75,+1.700,14,3,106235006.0,5415142819.0,91.269,108.037,0.0,2.5,49.5,50.05,52.55,49.4,51.75,51.8,135500,83500,1.77%,0.00%,0.0629,1.21,0.3282,Semiconductors,413292202778.25,310394617852.50,7986322759.0,5997963630.0,-0.0058,-0.016200000000000003,0.061500000000000006,0.2366,-0.0452,2.0804,0.6274000000000001,,,,,,,,1,3.1499999999999986,51.23333333333333,1,0,1,,23.951115340623865,Liquid,52274368.0317462,,,,,,,,,,,,,,-0.0013538461538461688
00700,TENCENT,-0.0034,590.5,-2.000,13,0,15952765.0,9407128004.0,23.743,25.841,0.0076,4.43,589.0,592.5,594.5,585.5,590.0,590.5,176600,6800,0.17%,-0.08%,0.0152,0.61,0.2184,Digital Solution Service,5415622427029.00,5415622427029.00,9171248818.0,9171248818.0,0.0077,0.0387,0.0697,0.1533,0.22940000000000002,0.5785,0.4315,,,,,,,0,1,9.0,590.1666666666666,1,0,0,,25.49045447345625,Liquid,1772529.4444444443,,,,,,,,,,,,,,-0.009461904761904758
03690,MEITUAN-W,0.0,120.8,0.000,12,-2,25371797.0,3057170751.0,16.822,19.092,0.0,3.698,120.0,120.8,121.3,119.7,120.8,120.9,10400,131200,0.42%,0.08%,0.013300000000000001,0.55,0.1555,online retailer,738214404878.40,738214404878.40,6111046398.0,6111046398.0,-0.0282,-0.0025,-0.0931,-0.0855,-0.23829999999999998,0.16829999999999998,-0.20370000000000002,,,,,,,0,1,1.5999999999999943,120.60000000000001,1,0,0,,inf,Liquid,9514423.874999944,,,,,,,,,,,,,,-0.00956153846153847
01211,BYD COMPANY,-0.0053,113.4,-0.600,12,-1,19957481.0,2253139919.0,21.275,23.783,0.0127,4.369,113.0,114.0,113.8,111.9,113.4,113.5,6000,294000,0.54%,0.00%,0.0167,0.67,-0.04190000000000001,Automobiles,1033890203871.00,417697560000.00,9117197565.0,3683400000.0,-0.0139,0.0161,-0.1499,-0.17800000000000002,-0.1114,0.6304,0.29719999999999996,,,,,,,0,0,2.0999999999999943,113.03333333333335,1,0,0,,24.038942979625674,Liquid,11554331.1052633,,0.7,,,,0.7,Imminent,,,,,,,-0.009433333333333328
09618,JD-SW,-0.0065,122.5,-0.800,12,2,9547463.0,1166321611.0,8.196,7.778,0.0325,1.394,121.7,123.3,123.0,121.3,122.4,122.5,35750,11950,0.34%,0.08%,0.0138,0.53,0.13369999999999999,online retailer,347410000000.00,347410000000.00,2836000000.0,2836000000.0,-0.0385,-0.0008,-0.08650000000000001,-0.0452,-0.1894,0.264,-0.0728,,,,,,,0,1,2.0,122.26666666666667,1,0,0,,23.409291153067997,Liquid,3931308.2941176565,,,,,,,,,,,,,,-0.00956153846153847
09868,XPENG-W,0.0441,80.45,+3.400,12,-1,35446223.0,2856470491.0,,Loss,0.0,4.61,79.75,77.05,81.8,79.25,80.45,80.5,107100,109200,1.86%,0.37%,0.0331,2.1,0.0989,Automobiles,153376490013.35,153376490013.35,1906482163.0,1906482163.0,0.008100000000000001,0.0408,0.0864,0.0649,0.0663,2.0883000000000003,0.7245,,,,,,,,1,4.75,80.5,0,1,0,,23.473509253922007,Liquid,-2085071.9411763544,,,,,,,,,,,,,,-0.009433333333333328
