Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
D05,DBS,-0.0075,51.4,-0.390,100,0,3047171.0,157062048.0,13.055,13.045,0.0473,2.127,51.68,51.79,51.78,51.37,51.4,51.45,20700,1200,0.15%,0.00%,0.0079,0.74,0.8904000000000001,Banks,145867230609.60,104378338155.20,2837883864.0,2030706968.0,0.0108,0.0239,0.0363,0.1892,0.168,0.4336,0.2303,,,,,,,0,1,0.4200000000000017,51.51666666666667,0,0,0,,21.527316930864377,Liquid,-2601243.536585353,,,,,,,,,,,,,,-0.002025
C6L,SIA,-0.0046,6.51,-0.030,51,3,3830800.0,24980456.0,8.24,7.631,0.0737,1.227,6.54,6.54,6.55,6.51,6.51,6.52,331900,6000,0.26%,0.00%,0.0060999999999999995,1.01,0.9645,Transportation,19366497209.64,9619189527.78,2974884364.0,1477602078.0,-0.0106,-0.0106,-0.0076,0.013300000000000001,-0.0045000000000000005,0.057800000000000004,0.057300000000000004,,,,,,,0,1,0.040000000000000036,6.523333333333333,0,0,0,,19.947238205851615,Liquid,-3830800.0,,,,,,,,,,,,,,0.014585714285714282
O39,OCBC Bank,-0.0018,16.82,-0.030,39,1,3193400.0,53675789.0,10.447,10.071,0.050499999999999996,1.25,16.82,16.85,16.86,16.77,16.81,16.82,35600,45800,0.10%,0.00%,0.0053,0.66,-0.1253,Banks,75602826094.54,54446388677.08,4494817247.0,3237002894.0,0.0,0.0042,0.0084,0.08109999999999999,0.0383,0.1681,0.0694,,,,,,,0,0,0.08999999999999986,16.816666666666666,1,0,0,,21.434603237943477,Liquid,354822.22222227824,,0.7,,,,0.7,Imminent,,,,,,,-0.002025
5E2,Seatrium Ltd,-0.0043,2.34,-0.010,38,-2,7471500.0,17380926.0,30.0,50.869,0.0064,1.21,2.32,2.35,2.34,2.31,2.33,2.34,58000,225200,0.36%,0.00%,0.0128,1.42,-0.5904,Oil & Gas,7924489152.84,4918562897.04,3386533826.0,2101949956.0,-0.0043,-0.0168,0.0218,0.1527,0.0917,0.3871,0.1392,,,,,,,0,0,0.040000000000000036,2.33,1,0,0,,19.218569604390396,Liquid,7471500.0,,0.7,,,,0.7,Imminent,,,,0.9503,0.9503,Strong_Base,0.0712962962962963
Z74,Singtel,-0.0092,4.3,-0.040,36,-2,18559607.0,80047477.0,17.991,17.991,0.027000000000000003,2.742,4.34,4.34,4.35,4.29,4.29,4.3,565700,938800,0.23%,0.00%,0.0138,0.94,-0.248,Telecommunication Services,71005154134.90,34475978432.90,16512826543.0,8017669403.0,-0.0069,-0.0069,0.048799999999999996,0.13369999999999999,0.2895,0.3619,0.43189999999999995,,,,,,,0,0,0.05999999999999961,4.3133333333333335,0,0,0,,20.474582326434057,Liquid,-12373071.333333425,,0.7,,,,0.7,Imminent,,,,,,,0.012
U11,UOB,-0.0011,35.26,-0.040,33,1,2296769.0,80951113.0,10.074,9.960,0.051,1.162,35.31,35.3,35.36,35.17,35.24,35.26,10000,19300,0.20%,0.00%,0.0054,0.72,-0.31739999999999996,Banks,58537910940.58,40922321561.54,1660178983.0,1160587679.0,-0.0109,0.0006,0.0121,0.0463,-0.008199999999999999,0.1549,0.0347,,,,,,,0,0,0.18999999999999773,35.26333333333333,0,0,0,,22.008166266660304,Liquid,-120882.57894743171,,0.7,,,,0.7,Imminent,,,,,,,-0.002025
BS6,YZJ Shipbldg SGD,0.0,3.19,0.000,32,-1,13349700.0,42505931.0,9.14,10.159,0.037000000000000005,2.513,3.19,3.19,3.2,3.15,3.19,3.2,36800,849600,0.53%,0.00%,0.015700000000000002,0.6,-0.917,Aerospace & Defense,12554528910.00,8059034345.45,3935589000.0,2526343055.0,0.0063,0.028999999999999998,0.1076,0.45,0.38670000000000004,0.3061,0.127,,,,,,,1,0,0.050000000000000266,3.1799999999999997,1,0,0,,inf,Liquid,8009819.999999905,,0.4,,,,0.4,Imminent,,,,,,,0.018433333333333322
S68,SGX,0.0289999999999999,17.05,+0.480,31,0,3064900.0,51824848.0,28.275,28.275,0.021099999999999997,8.296,16.63,16.57,17.05,16.62,17.01,17.05,1400,59100,0.38%,0.00%,0.026000000000000002,2.14,-0.9537,Capital Markets,18254723946.80,13831172289.55,1070658296.0,811212451.0,0.0415,0.0371,0.0525,0.2302,0.2872,0.5690999999999999,0.3557,,,,,,,0,0,0.4800000000000004,16.906666666666666,1,1,0,,19.595801667330665,Liquid,3064900.0,,0.7,,,,0.7,Imminent,,,,,,,0.004374999999999975
OV8,Sheng Siong,0.0096,2.11,+0.020,19,1,2038500.0,4290314.0,22.688,22.934,0.030299999999999997,5.672,2.1,2.09,2.12,2.08,2.11,2.12,219800,429000,0.31%,0.00%,0.0191,1.18,-0.3224,Retail - Defensive,3172463070.00,1376387690.51,1503537000.0,652316441.0,0.024300000000000002,0.034300000000000004,0.029300000000000003,0.1334,0.3386,0.4449,0.33039999999999997,,,,,,,0,0,0.040000000000000036,2.1033333333333335,1,0,0,,17.608376902830717,Liquid,1019249.9999999774,,0.7,,,,0.7,Imminent,,,,,,,-0.025437500000000012
S63,ST Engineering,0.0025,8.17,+0.020,19,1,2666400.0,21691233.0,33.346,36.473,0.0208,9.39,8.15,8.15,8.21,8.09,8.16,8.17,7600,18700,0.18%,0.00%,0.0147,0.71,-0.42210000000000003,Aerospace & Defense,25501870050.91,12413390768.75,3121403923.0,1519386875.0,0.028999999999999998,0.0736,0.0088,0.0368,0.2672,0.8073,0.7837999999999999,,,,,,,0,0,0.120000000000001,8.156666666666666,1,0,0,,20.194386250673986,Liquid,888799.9999999738,,0.7,,,,0.7,Imminent,,,,,,,0.018433333333333322
