Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
TSLA,Tesla,-0.0065,295.88,-1.930,90,0,75586771.0,22396610919.0,169.074,145.039,0.0,12.766,297.55,297.81,300.15,293.55,296.18,296.2,100,1900,2.72%,-0.19%,0.0222,0.61,-0.9,Auto Manufacturers,953016523710.68,821850387865.52,3220956211.0,2777647654.0,-0.0161,-0.131,-0.0412,0.1723,-0.2535,0.12789999999999999,-0.2673,297.760,-0.02%,-0.050,296.200,+0.11%,+0.320,0,0,6.599999999999966,296.5266666666667,0,0,0,,27.059272311442847,Liquid,-22217929.657575846,,,,,,,,,,,,,,0.0063121212121212186
NVDA,NVIDIA,0.018,162.88,+2.880,88,0,183656443.0,29944862230.0,52.541,55.401,0.0002,47.403,161.22,160.0,164.42,161.16,163.35,163.36,400,1700,0.78%,-0.02%,0.0204,1.03,-0.6191,Semiconductors,3974272000000.00,3827977845788.48,24400000000.0,23501828621.0,0.0625,0.1013,0.1421,0.5143,0.2364,0.2402,0.21309999999999998,161.170,+0.73%,+1.170,163.360,+0.29%,+0.480,0,0,4.4199999999999875,162.82,1,0,0,,26.9104912723622,Liquid,10140539.797546426,,,,,,,,,,,,,,0.00943846153846154
CRCL,Circle,-0.0202,200.68,-4.130,49,0,17934427.0,3669308368.0,252.745,274.904,0.0,59.94,209.36,204.81,215.6,197.25,201.9,202.05,1000,400,19.78%,-0.41%,0.08960000000000001,0.67,0.4286,Capital Markets,44659350278.20,18194758560.40,222540115.0,90665530.0,0.042300000000000004,-0.0987,0.7413,5.4735000000000005,5.4735000000000005,5.4735000000000005,5.4735000000000005,209.350,+2.22%,+4.540,201.920,+0.62%,+1.240,,1,18.349999999999994,204.51,0,0,1,,23.953614588438914,Liquid,-11229785.625613064,0.9,,,,,0.9,Recursor,,,,,,,-0.006858333333333332
PROK,ProKidney,0.1635,4.34,+0.610,39,0,210543106.0,1145497402.0,,Loss,0.0,,5.81,3.73,7.13,4.18,4.72,4.73,100,500,261.73%,0.23%,0.7909,2.73,-0.6667000000000001,Biotechnology,562186765.14,349125345.52,129536121.0,80443628.0,6.6787,5.7265999999999995,3.4286000000000003,6.074199999999999,1.7468000000000001,0.736,1.568,5.830,+56.30%,+2.100,4.730,+8.99%,+0.390,,0,3.4,5.216666666666666,0,1,0,,21.57830921251626,Liquid,-187704531.7898305,,,,,0.8,0.8,Momentum,,,,,,,0.0415114566284779
SOFI,SoFi Technologies,0.0135,20.22,+0.270,35,0,64252092.0,1283545288.0,47.023,51.846,0.0,3.346,20.17,19.95,20.25,19.62,20.15,20.17,1400,3900,6.14%,-0.10%,0.0316,0.73,-0.4717,Credit Services,22350441801.12,21150180700.44,1105363096.0,1046003002.0,0.1463,0.2757,0.434,0.9220999999999999,0.3945,2.1693000000000002,0.313,20.180,+1.15%,+0.230,20.170,-0.25%,-0.050,1,0,0.629999999999999,20.03,1,0,0,,23.088646584111352,Liquid,58132845.1428569,,,,,,,,,,,,,,0.0003163265306122403
PLTR,Palantir,0.0245,143.13,+3.420,33,0,68494760.0,9627852956.0,622.304,753.315,0.0,62.284,139.655,139.71,143.17,137.39,142.59,142.6,700,100,3.16%,0.08%,0.0414,0.94,0.75,Software - Infrastructure,337774261382.61,309937031633.19,2359912397.0,2165423263.0,0.0953,-0.0007000000000000001,0.08380000000000001,0.6156,1.1716,4.2256,0.8925,139.700,-0.01%,-0.010,142.552,-0.40%,-0.579,,1,5.780000000000001,141.23,1,0,0,,25.73234935315743,Liquid,67546735.6401386,0.9,,,,,0.9,Recursor,,,,,,,0.006421476510067107
UNH,UnitedHealth,-0.0156,302.91,-4.790,32,0,12816658.0,3867513136.0,12.679,19.529,0.0277,2.891,303.19,307.7,303.6,298.75,302.2,302.4,1000,100,1.42%,-0.06%,0.0158,0.95,0.8181999999999999,Healthcare Plans,274781910983.31,273986543839.17,907140441.0,904514687.0,-0.0712,-0.0089,0.0062,-0.4868,-0.4366,-0.3728,-0.3944,302.470,-1.70%,-5.230,302.220,-0.23%,-0.690,1,1,8.949999999999989,301.75333333333333,1,0,0,,24.161920042080304,Liquid,9169856.34226807,0.7,,,,,0.7,Recursor,,,,,,,0.00060833333333335
BBAI,BigBear.ai Holdings,-0.0289999999999999,7.37,-0.220,31,0,169265912.0,1234087758.0,,Loss,0.0,10.854,7.95,7.59,8.07,6.96,7.37,7.38,6400,1900,59.27%,0.10%,0.1463,0.63,0.5422,Information Technology Services,2146061492.85,2104662095.03,291188805.0,285571519.0,0.10830000000000001,0.4092,0.8896999999999999,1.5951,1.3175999999999999,4.0828,0.6562,7.968,+4.98%,+0.378,7.370,+0.00%,+0.000,,1,1.1100000000000003,7.466666666666668,0,0,0,,22.587978671305677,Liquid,-44222625.657657646,0.7,,,,,0.7,Recursor,,,,,,,0.002921739130434797
AMD,Advanced Micro Devices,0.0043,138.41,+0.590,31,0,37013130.0,5140968072.0,101.029,138.410,0.0,3.877,138.69,137.82,140.65,137.59,138.43,138.45,100,1000,2.31%,0.01%,0.0222,0.85,-0.8181999999999999,Semiconductors,224418554629.95,221927325773.67,1621404195.0,1603405287.0,0.0169,-0.0001,0.13699999999999998,0.5604,0.1923,-0.21850000000000003,0.1459,138.720,+0.65%,+0.900,138.400,-0.01%,-0.010,0,0,3.0600000000000023,138.88333333333333,0,0,0,,25.63075027054557,Liquid,-17176027.647059005,,,,,,,,,,,,,,0.00943846153846154
AAPL,Apple,0.0054,211.14,+1.130,30,1,48749367.0,10216044892.0,32.887,34.726,0.004699999999999999,47.213,209.53,210.01,211.33,207.22,210.7,210.72,22100,100,0.33%,0.04%,0.0196,0.8,0.991,Consumer Electronics,3153550301640.00,3148449227015.94,14935826000.0,14911666321.0,0.016,0.0541,0.0481,0.1103,-0.09269999999999999,-0.0724,-0.1548,209.540,-0.22%,-0.470,210.720,-0.20%,-0.420,0,1,4.110000000000014,209.89666666666668,1,0,0,,26.310361656720094,Liquid,44242126.255473845,0.7,,,,,0.7,Recursor,,,,,,,0.01705
