Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
6742,YTLPOWR,-0.005,3.97,-0.020,100,0,18553900.0,74279609.0,13.689,13.689,0.0202,1.604,4.09,3.99,4.12,3.89,3.89,3.97,50000,76500,0.65%,0.00%,0.0576,2.35,0.1543,Utilities,34240717122.78,11333196699.12,8624865774.0,2854709496.0,0.0339,0.0051,-0.0789,-0.027200000000000002,0.1257,0.193,-0.08310000000000001,,,,,,,,0,0.22999999999999998,3.9933333333333336,0,1,0,,19.728541732343675,Liquid,-5646839.130434771,,,,,0.8,0.8,Momentum,,,,,,,-0.003408333333333334
4677,YTL,-0.0115,2.57,-0.030,47,0,10191100.0,26732537.0,15.766,15.766,0.0175,1.737,2.64,2.6,2.68,2.57,2.57,2.58,45000,13000,0.25%,0.00%,0.042300000000000004,1.02,0.2631,Utilities,29774573542.32,10364180015.90,11585437176.0,4032754870.0,0.019799999999999998,0.0158,-0.0821,0.0385,0.2766,0.2053,-0.019799999999999998,,,,,,,,1,0.11000000000000032,2.606666666666667,0,0,0,,19.201865569772025,Liquid,-10191100.0,,,,,,,,,,,,,,-0.003408333333333334
0034,MMAG,-0.5978,0.185,-0.275,33,4,65822800.0,15144550.5,,Loss,0.0,1.423,0.43,0.46,0.43,0.16,0.17,0.195,45000,467600,53.00%,0.00%,0.5870000000000001,23.83,-0.9516,Transportation & Logistics,429421491.44,22977740.93,2321197251.0,124204005.0,-0.6838,-0.6864,-0.7109000000000001,-0.7062999999999999,-0.7259,-0.35090000000000005,-0.5889,,,,,,,,0,0.30000000000000004,0.2583333333333333,0,1,0,,15.416446825998744,Norm,-53633392.59259259,,,,,,,,,,,,,,-0.02172666666666666
0186,PTRANS,-0.0882,0.31,-0.030,30,-1,92492600.0,29214520.5,4.769,5.081,0.0645,0.467,0.34,0.34,0.345,0.305,0.31,0.315,700000,681100,11.93%,0.00%,0.1177,0.84,0.24600000000000002,Consumer Products & Services,373316241.71,240321272.41,1204245941.0,775229911.0,-0.0682,-0.5235,-0.5376,-0.5443,-0.5539999999999999,-0.5512,-0.5778,,,,,,,,0,0.03999999999999998,0.32,0,0,0,,17.777946877018056,Norm,-69369449.99999997,,,,,,,,,,,,,,-0.005120833333333335
1155,MAYBANK,0.0081,9.95,+0.080,26,-1,7031700.0,69621816.0,11.678,11.901,0.0613,1.276,9.87,9.87,9.95,9.86,9.91,9.95,20200,1000,0.06%,0.00%,0.0091,0.75,-0.1703,Financial Services,120205018610.35,116913312666.25,12080906393.0,11750081675.0,0.004,0.0060999999999999995,-0.005,0.0753,0.0259,-0.0038,0.0331,,,,,,,0,0,0.08999999999999986,9.92,1,0,0,,20.170731523108834,Liquid,7031700.0,,0.7,,,,0.7,Imminent,,,,,,,0.006376470588235282
5337,ECOSHOP,0.0210999999999999,1.45,+0.030,22,0,20544100.0,30075687.0,37.179,38.157,0.0069,8.381,1.43,1.42,1.49,1.43,1.45,1.46,381700,50000,1.99%,0.00%,0.042300000000000004,0.84,0.6794,Consumer Products & Services,8338149033.05,1494242444.95,5750447609.0,1030512031.0,0.0069,-0.10490000000000001,-0.052300000000000006,0.0664,0.2929,0.2929,0.2929,,,,,,,-1,1,0.07000000000000006,1.4566666666666668,0,0,0,,18.792966204780083,Liquid,-6848033.333333333,,,,,,,,,,,,,,-0.005120833333333335
4715,GENM,0.0043,2.34,+0.010,21,10,66484400.0,155368942.0,22.075,53.181,0.042699999999999995,1.127,2.33,2.33,2.35,2.33,2.33,2.34,27187400,100600,2.40%,0.00%,0.0086,5.35,0.3481,Consumer Products & Services,13262515655.22,6471682188.66,5667741733.0,2765676149.0,0.0043,0.0,0.11960000000000001,0.18780000000000002,0.3765,0.0405,0.058899999999999994,,,,,,,0,1,0.020000000000000018,2.34,0,1,0,,21.117440258805843,Liquid,-1.4762502331677739e-06,0.6,,,,,0.6,Recursor,,,,,,,-0.005120833333333335
7233,DUFU,-0.0409,2.11,-0.090,17,-3,10131600.0,21714099.0,34.032,50.238,0.0166,3.276,2.17,2.2,2.25,2.08,2.1,2.12,5000,200,3.66%,0.00%,0.07730000000000001,0.73,0.5516,Industrial Products & Services,1123771749.06,584211170.52,532593246.0,276877332.0,0.2057,0.1989,0.1989,0.7963,0.9056000000000001,0.2343,0.1374,,,,,,,,1,0.16999999999999993,2.1466666666666665,0,0,0,,18.08285309755953,Liquid,-6555741.17647061,,,,,,,,,,,,,,-0.004680769230769229
5326,99SMART,-0.0096,3.1,-0.030,17,-1,6929000.0,21489912.0,48.437,51.666,0.0074,15.422,3.13,3.13,3.16,3.08,3.08,3.1,40900,10200,0.50%,0.00%,0.0256,0.57,0.1416,Consumer Products & Services,26040000000.00,4312627000.00,8400000000.0,1391170000.0,-0.0032,-0.0252,0.0616,0.3362,0.41759999999999997,0.26839999999999997,0.26839999999999997,,,,,,,0,1,0.08000000000000007,3.1133333333333333,0,0,0,,18.870413077829696,Liquid,-3464500.0,0.6,,,,,0.6,Recursor,,,,,,,-0.005120833333333335
1023,CIMB,0.0163999999999999,7.42,+0.120,15,1,9279300.0,68657482.0,10.377,10.305,0.053899999999999997,1.132,7.3,7.3,7.45,7.3,7.37,7.44,300,6000,0.12%,0.00%,0.0206,0.83,-0.5368999999999999,Financial Services,79924424502.44,59275703925.06,10771485782.0,7988639343.0,-0.004,0.0109,-0.0339,0.12890000000000001,0.0964,-0.042,-0.0444,,,,,,,0,0,0.15000000000000036,7.390000000000001,1,0,0,,19.47988680534736,Liquid,5567579.999999979,,0.7,,,,0.7,Imminent,,,,,,,0.006376470588235282
