Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
688256,Cambricon,0.0896,1387.0,+114.00,100,0,19093243.0,25996861983.0,520.059,Loss,0.0,85.892,1295.0,1273.0,1436.47,1276.0,1387.0,1387.2,51323,200,4.56%,0.00%,0.1261,1.19,0.9582999999999999,Semiconductors,580251760688.00,580251760688.00,418350224.0,418350224.0,0.1539,-0.1265,0.46149999999999997,1.3828,0.9712000000000001,4.4033999999999995,1.1079,,,,,,,,1,163.47000000000003,1366.49,1,0,1,,25.718811874766836,Liquid,7321039.707048043,,,,,0.9,0.9,Momentum,,,,,,,0.05034166666666665
002594,BYD Company Limited,0.0132,106.59,+1.39,51,0,537781.0,5683446688.51,23.066,24.142,0.0124,4.617,105.25,105.2,106.6,104.89,106.59,106.6,666,1802,1.54%,0.00%,0.0163,0.94,-0.0076,Passenger Cars,971802088453.35,371705105913.57,9117197565.0,3487241823.0,0.024900000000000002,-0.025,0.0021,-0.049800000000000004,-0.1925,0.3028,0.1474,,,,,,,0,0,1.7099999999999937,106.02666666666669,1,0,0,,25.41594098299193,Liquid,531491.1637426957,,,,,,,,,,,,,,0.0067714285714285715
688981,Semiconductor Manufacturing International Corporation,0.0613,110.28,+6.37,31,3,146750166.0,15776091423.0,202.348,238.185,0.0,5.839,102.62,103.91,112.8,99.98,110.27,110.28,9390,45958,7.38%,-0.01%,0.1234,0.91,-0.287,Semiconductors,880833857656.32,219276244746.12,7987249344.0,1988359129.0,0.0864,0.19510000000000002,0.2148,0.3301,0.1499,1.3696000000000002,0.1655,,,,,,,,0,12.819999999999993,107.68666666666667,1,0,1,,25.650974115773145,Liquid,89057433.03276137,,,,,,,,,,,,,,0.05034166666666665
688041,Hygon Information Technology,0.2,220.84,+36.81,26,12,77578736.0,15996969870.0,225.117,265.752,0.0008,24.316,185.14,184.03,220.84,184.8,220.84,0.0,3273921,0,3.34%,0.00%,0.19579999999999997,1.79,1.0,Semiconductors,513306824016.44,513306824016.44,2324338091.0,2324338091.0,0.27449999999999997,0.07730000000000001,0.4482,0.6462,0.35600000000000004,1.8803999999999998,0.47600000000000003,,,,,,,,1,36.81,208.82666666666668,1,0,1,,,,77578736.0,,,,,0.9,0.9,Momentum,,,,,,,0.05034166666666665
601138,Foxconn Industrial Internet,0.1001,59.04,+5.37,25,-2,2722798.0,15528041271.0,44.092,50.504,0.0108,7.73,55.8,53.67,59.04,54.65,59.04,0.0,91143,0,1.37%,0.00%,0.0818,0.86,1.0,Consumer Electronics,1172502965096.64,1172427068881.44,19859467566.0,19858182061.0,0.1112,0.2064,0.366,1.9271,1.9213,1.9772999999999998,1.8303,,,,,,,,1,5.369999999999997,57.57666666666666,1,0,0,,,,2722798.0,,,,,,,,,,,,,,0.03606666666666666
300476,Victory Giant Technology,0.1628,338.0,+47.33,21,2,929425.0,29143403761.83,102.735,252.615,0.0009,26.616,300.26,290.67,345.88,290.43,338.0,338.01,2626,8,10.87%,0.09%,0.19079999999999997,1.18,0.941,Electronic Parts,291588760658.00,289058415594.00,862688641.0,855202413.0,0.3712,0.305,0.4976,1.8863999999999999,3.0047,9.0831,7.0878,,,,,,,,1,55.44999999999999,324.77,1,0,1,,26.2462609528241,Liquid,665263.8097385033,,,,,0.9,0.9,Momentum,,,,,,,0.07789473684210527
600276,Jiangsu Hengrui Pharmaceuticals,-0.0289,68.29,-2.03,18,0,1942359.0,12928573364.0,61.633,71.507,0.0029,7.752,66.58,70.32,68.47,64.0,68.28,68.29,770,3191,3.05%,0.01%,0.0636,2.41,-0.2836,Chemical Pharmaceuticals,453254379395.46,435622065291.46,6637199874.0,6379002274.0,-0.0052,0.08349999999999999,0.08710000000000001,0.324,0.4708,0.5545,0.4943,,,,,,,,0,6.319999999999993,66.92,1,1,1,,25.59697754500607,Liquid,1785927.4026845703,,,,1.6,,1.6,Gap_Fill,,,,,,,0.0036235294117647017
300750,Contemporary Amperex Technology,0.0206,322.55,+6.51,17,-4,380345.0,12060756826.83,25.199,28.982,0.0172,5.062,315.55,316.04,322.98,309.04,322.55,322.56,23,3,0.89%,0.17%,0.0441,0.69,0.157,Batteries,1470782367238.75,1371700291575.40,4559858525.0,4252674908.0,0.060899999999999996,0.16269999999999998,0.1566,0.3378,0.257,0.8164,0.24420000000000003,,,,,,,,1,13.939999999999998,318.19,1,0,0,,26.35750723309527,Liquid,356880.3873744616,,,,,,,,,,,,,,0.01789076923076922
300308,Zhongji Innolight,0.1427999999999999,439.97,+54.97,17,3,656802.0,27786933614.86,71.808,94.535,0.0011,21.424,402.19,385.0,443.99,402.19,439.95,439.97,2,12,5.94%,0.13%,0.10859999999999999,0.92,-0.9521,Telecommunication Equipment,488858733409.98,486387047065.54,1111118334.0,1105500482.0,0.19190000000000002,0.2254,0.8373,2.4292,3.2102,3.0587999999999997,2.5767,,,,,,,,0,58.99000000000001,428.7166666666667,1,0,1,,26.07538956593257,Liquid,530469.7492822972,,,,,,,,,,,,,,0.05126896551724137
000977,Inspur Electronic Information Industry,0.0711,63.99,+4.25,17,3,1186645.0,7423503542.18,37.707,41.098,0.0025,4.611,60.8,59.74,64.28,59.75,63.98,63.99,673,1461,8.07%,0.00%,0.0758,1.62,-0.6709999999999999,Computer Equipment,94201926456.78,94096672441.29,1472135122.0,1470490271.0,0.0849,-0.0576,0.0933,0.3259,0.0998,0.986,0.2372,,,,,,,,0,4.539999999999999,62.67333333333334,1,0,1,,24.69513836415313,Liquid,1034712.5275938195,,,,,0.9,0.9,Momentum,,,,,,,0.027102777777777767
