Symbol,Name,ChangeRate,Price,Chg,Heat,HeatChg,Volume,Turnover,P/E TTM,P/E LFY,Div Yield TTM,P/B,Open,PrevClose,High,Low,Bid,Ask,BidSize,AskSize,TurnoverPercent,,RangeRate,Vol Ratio,Bid/Ask Ratio,Industry,Mkt Cap,Float Mkt Cap,Total Shares,Free Float,5D Chg,10D Chg,20D Chg,60D Chg,120D Chg,250D Chg,YTD Chg,Pre-Mkt Price,Pre-Mkt Chg Rate,Pre-Mkt Chg,Post-Mkt Price,Post-Mkt Chg Rate,Post-Mkt Chg,Candle_Pattern,Squeeze,True_Range,VWAP,VWAP_Reclaim,Volume_Spike,Wick_Spike,Short_Fade,Liquidity_Score,Liquidity_Status,MFV,Recursor,Imminent,Failed_Breakdown,Gap_Fill,Momentum,Composite_Short,H_Score_Composite_S,Buildup,Composite_Mid,H_Score_Composite_M,Strong_Base,Composite_Long,H_Score_Composite_L,Sector_Score
09988,BABA-W,0.0063,142.8,+0.900,98,0,181722198.0,26367188569.0,16.746,19.412,0.0137,2.45,144.7,141.9,147.9,142.6,142.7,142.8,551100,616000,0.95%,-0.14%,0.0374,1.28,0.0839,online retailer,2723571775915.20,2723571775915.20,19072631484.0,19072631484.0,0.0649,0.1753,0.15439999999999998,0.2439,0.0096,0.8273,0.775,,,,,,,-1,1,6.0,144.43333333333334,0,0,0,,26.194291509386087,Liquid,-168007315.13207433,,,,,,,,,,,,,,0.011038461538461537
09992,POP MART,-0.0451,275.2,-13.000,63,1,29367397.0,8084249507.0,49.719,109.510,0.0032,23.761,288.2,288.2,288.8,268.0,275.0,275.2,56800,14000,2.19%,-0.29%,0.0722,1.93,-0.10830000000000001,Toys & Leisure,369577954880.00,369577954880.00,1342943150.0,1342943150.0,-0.1247,-0.1459,0.0269,0.065,1.0705,4.9681,2.1004,,,,,,,,0,20.80000000000001,277.3333333333333,0,0,1,,24.299332740000498,Liquid,-9036122.153846197,,,,,,,,,,,,,,-0.010785714285714279
03690,MEITUAN-W,0.0206,101.7,+2.050,58,-1,94064361.0,9569403431.0,19.206,16.073,0.0,3.074,98.45,99.65,103.4,98.45,101.7,101.8,673400,116500,1.54%,0.00%,0.049699999999999994,0.99,0.4454,online retailer,621498240477.00,621498240477.00,6111093810.0,6111093810.0,0.011899999999999999,-0.1255,-0.1818,-0.2636,-0.4264,-0.1447,-0.3296,,,,,,,,1,4.950000000000003,101.18333333333334,1,0,0,,24.655814123184378,Liquid,29454496.878787808,,,,,,,,,,,,,,0.011038461538461537
01810,XIAOMI-W,-0.0222,54.95,-1.250,42,0,141897510.0,7864641431.0,35.044,55.957,0.0,5.165,56.05,56.2,56.35,54.8,54.95,55.0,111800,1925200,0.55%,-0.09%,0.0276,1.13,-0.1198,Consumer telecommunications equipment,1430123411172.40,1430123411172.40,26025903752.0,26025903752.0,0.0046,0.0329,0.0319,0.0176,-0.046799999999999994,1.865,0.5928,,,,,,,0,0,1.5500000000000043,55.366666666666674,0,0,0,,24.48518184862647,Liquid,-114433475.80645065,,0.7,,,,0.7,Imminent,,,,,,,0.0138
00700,TENCENT,0.0104,633.5,+6.500,34,0,19193376.0,12190312543.0,25.48,27.731,0.0070999999999999995,4.754,630.0,627.0,639.0,628.0,633.5,634.0,195500,2700,0.21%,-0.24%,0.0175,1.02,0.28859999999999997,Digital Solution Service,5811755783746.50,5811755783746.50,9174042279.0,9174042279.0,0.058499999999999996,0.0576,0.08109999999999999,0.23370000000000002,0.1808,0.6951999999999999,0.5357999999999999,,,,,,,0,1,12.0,633.5,0,0,0,,25.259160480030822,Liquid,0.0,0.7,,,,0.8,0.8,Momentum,,,,,,,0.0028833333333333298
09618,JD-SW,0.0361,132.1,+4.600,30,1,34449535.0,4568669276.0,8.839,8.388,0.0302,1.504,131.1,127.5,135.2,129.0,132.1,132.2,42650,163600,1.22%,0.00%,0.048600000000000004,2.23,0.3778,online retailer,374635600000.00,374635600000.00,2836000000.0,2836000000.0,0.0944,0.08900000000000001,0.0369,0.0046,-0.2409,0.3077,-0.0001,,,,,,,,1,7.699999999999989,132.1,0,1,0,,23.8832346123093,Liquid,0.0,,,,,0.8,0.8,Momentum,,,,,,,0.011038461538461537
01211,BYD COMPANY,-0.0028,105.6,-0.300,29,-1,28735255.0,3050374135.0,20.836,22.147,0.0137,4.171,106.8,105.9,107.8,105.2,105.6,105.7,78500,472500,0.78%,0.09%,0.0246,0.57,-0.0347,Automobiles,962776062864.00,388967040000.00,9117197565.0,3683400000.0,-0.0222,-0.0825,-0.0817,-0.1814,-0.2021,0.3699,0.2079,,,,,,,0,0,2.5999999999999943,106.2,0,0,0,,24.540144843132264,Liquid,-19893638.076923244,,0.7,,,,0.7,Imminent,,,,,,,0.003628571428571428
09888,BIDU-SW,0.0283,109.1,+3.000,24,1,34198599.0,3766967514.0,9.819,11.694,0.0,0.994,106.0,106.1,113.0,105.5,109.1,109.2,196500,124250,1.24%,0.09%,0.0707,1.2,0.0748,Interactive media and services,300043238028.80,300043238028.80,2750167168.0,2750167168.0,0.1606,0.244,0.2377,0.2798,0.056100000000000004,0.3428,0.31920000000000004,,,,,,,,1,7.5,109.2,0,0,1,,23.738402629573187,Liquid,-1367943.9600000517,,,,,,,,,,,,,,0.01155625
00981,SMIC,0.0361,60.35,+2.100,24,-1,90346929.0,5418157278.0,106.437,125.991,0.0,2.916,58.7,58.25,60.95,58.7,60.35,60.4,27500,150000,1.51%,0.08%,0.038599999999999995,0.7,-0.15,Semiconductors,482030497910.40,362033024475.25,7987249344.0,5998890215.0,0.0058,0.0729,0.1595,0.5202,0.1673,2.6844,0.8978,,,,,,,,0,2.700000000000003,60.0,1,0,0,,23.992487120179007,Liquid,42161900.199999884,,,,,,,,,,,,,,0.009418181818181819
00376,YUNFENG FIN,0.2783,5.42,+1.180,22,1,266813218.0,1419364074.0,27.653,44.426,0.0,1.944,4.87,4.24,5.95,4.52,5.42,5.43,2000,44000,6.90%,0.37%,0.3373,5.53,-0.6153,Insurance,20964514867.66,20964514867.66,3867991673.0,3867991673.0,0.6083,0.6938,0.8754000000000001,1.2213,3.713,5.022200000000001,4.2115,,,,,,,,0,1.71,5.296666666666666,1,1,0,,21.593670752742465,Liquid,69035587.87412587,,,,,,,,,,,,,,0.030499999999999992
09866,NIO-SW,-0.0226,46.72,-1.080,13,19,9691517.0,461011868.0,,Loss,0.0,,48.8,47.8,48.98,46.66,46.7,46.72,1750,29790,0.43%,-0.04%,0.048499999999999995,1.07,-0.6096,Automobiles,105253499456.64,104932680738.56,2252857437.0,2245990598.0,-0.09369999999999999,-0.0955,0.2871,0.7081999999999999,0.1285,0.4669,0.3425,,,,,,,,0,2.3200000000000003,47.453333333333326,0,0,0,,22.341715237503287,Liquid,-9190231.637931015,,,,,,,,,,,,,,0.003628571428571428
03750,CATL,-0.0116,426.0,-5.000,13,1,2519406.0,1085426220.0,29.717,34.569,0.0026,6.006,435.0,431.0,442.4,426.0,426.0,426.6,1000,1400,1.62%,0.00%,0.0381,1.11,0.4235,Energy Storage Systems,1942499731650.00,66419917800.00,4559858525.0,155915300.0,0.0095,0.0385,0.008,0.3791,0.6265999999999999,0.6265999999999999,0.6265999999999999,,,,,,,,1,16.399999999999977,431.4666666666667,0,0,0,,22.85796623127461,Liquid,-2519406.0,,,,,,,,,,,,,,-0.007518181818181818
03896,KINGSOFT CLOUD,0.0878999999999999,8.17,+0.660,13,3,330619581.0,2739847744.0,,Loss,0.0,4.647,8.23,7.51,8.5,8.06,8.16,8.17,354000,410000,7.88%,0.37%,0.058600000000000006,5.94,-0.4018,Internet services and infrastructure,34263221824.17,34263221824.17,4193784801.0,4193784801.0,0.1192,0.056900000000000006,0.1085,0.2398,-0.1577,5.7521,0.37079999999999996,,,,,,,-1,0,0.9900000000000002,8.243333333333334,0,1,0,,22.843239018865788,Liquid,-165309790.50000066,,0.7,,,,0.7,Imminent,,,,,,,0.01927999999999998
02007,COUNTRY GARDEN,-0.0154,0.64,-0.010,12,-4,795399413.0,502194570.0,,Loss,0.0,,0.66,0.65,0.66,0.6,0.64,0.65,6310000,30092000,2.84%,0.00%,0.09230000000000001,1.18,-0.2583,Real Estate Developers,17912645085.44,17912645085.44,27988507946.0,27988507946.0,0.42219999999999996,0.40659999999999996,0.40659999999999996,0.6409999999999999,0.2075,-0.1351,0.3196,,,,,,,1,0,0.06000000000000005,0.6333333333333333,1,0,0,,21.020837355776465,Liquid,265133137.66666666,,0.4,,,0.9,0.9,Momentum,,,,,,,0.023676056338028162
09660,HORIZONROBOT-W,-0.0137,10.1,-0.140,12,-3,192695630.0,1946415179.0,57.714,55.191,0.0,11.197,10.35,10.24,10.46,9.92,10.09,10.1,278400,1550400,1.39%,0.00%,0.0527,0.42,0.0225,Digital Solution Service,140201066188.20,140201066188.20,13881293682.0,13881293682.0,0.048799999999999996,0.272,0.3704,0.5659000000000001,0.3151,1.5312999999999999,1.8056,,,,,,,,1,0.5400000000000009,10.160000000000002,0,0,0,,23.44653405270846,Liquid,-64231876.66666709,,,,,,,,,,,,,,0.0028833333333333298
01024,KUAISHOU-W,0.0163999999999999,74.15,+1.200,11,-2,36515242.0,2712010032.0,18.098,19.340,0.0062,4.131,73.65,72.95,75.25,72.65,74.1,74.15,43000,3500,0.85%,-0.13%,0.0356,0.74,-0.3367,Interactive media and services,320280553565.35,320280553565.35,4319360129.0,4319360129.0,0.0365,-0.0242,-0.0046,0.2581,0.12619999999999998,0.929,0.8134,,,,,,,,0,2.5999999999999943,74.01666666666667,1,0,0,,23.82127483721967,Liquid,5617729.538461631,,,,,,,,,,,,,,0.01155625
