Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change,MA,Slope,Volatility,TrendStrength,Shock,Trend
20250613,42579.48046875,42602.48046875,42081.08984375,42197.7890625,485930000,0.0,0.0,-1.7916561626028171,42418.50390625,-1.3214314586388665,0.8341664540536886,-1.5841340205150667,-2.1478401030107865,Panic
20250616,42300.12890625,42707.73046875,42300.12890625,42515.08984375,467040000,0.0,0.0,0.7519369812954979,42411.521484375,-0.5768515259553464,0.8325653383902422,-0.6928603670562167,0.9031567213083378,Sideways
20250617,42358.62109375,42530.828125,42132.6484375,42215.80078125,423070000,0.0,0.0,-0.7039596143391336,42382.7080078125,-1.5188193023841334,0.8423821160452806,-1.8030051605493633,-0.8356773024147317,Bearish
20250618,42236.03125,42510.0703125,42118.23046875,42171.66015625,485440000,0.0,0.0,-0.10455948763999912,42357.4291015625,-1.6192626018156075,0.8410900719779405,-1.9251952386118243,-0.12431425732337194,Bearish
20250620,42291.08984375,42432.19140625,42089.98828125,42206.8203125,859840000,0.0,0.0,0.08337389640276083,42374.748046875,-1.7706374285651694,0.7185591589939341,-2.464149828727069,0.11602927241160481,Bearish
20250623,42178.55078125,42609.46875,41981.140625,42581.78125,496750000,0.0,0.0,0.8883894468329601,42410.8826171875,0.9099817692610923,0.7427485026838548,1.2251546330594476,1.1960837936701922,Bullish
20250624,42807.12890625,43183.48046875,42794.078125,43089.01953125,516060000,0.0,0.0,1.1912096355762403,42485.180078125,1.349943489733385,0.7624765442293067,1.7704721541275426,1.562290203668215,Bullish
20250625,43130.328125,43130.328125,42871.5,42982.4296875,527460000,0.0,0.0,-0.24737124425098234,42517.119140625,1.815976227058802,0.6671334789114785,2.722058305366148,-0.37079722734737147,Bullish
20250626,43084.0703125,43430.98828125,43084.0703125,43386.83984375,536710000,0.0,0.0,0.9408731874634091,42581.526171875,2.881507825391849,0.6750219784907765,4.268761488084231,1.393840819178994,Bullish
20250627,43505.6015625,43966.37109375,43505.6015625,43819.26953125,921330000,0.0,0.0,0.9966839923288173,42661.703125,3.8203522720058114,0.7006696420869637,5.45243013615773,1.422473491730235,Bullish
20250630,44020.66015625,44138.69140625,43889.16015625,44094.76953125,623630000,0.0,0.0,0.6287188329406668,42752.9380859375,3.553135253706663,0.707297497076415,5.02353715147219,0.888902951784009,Bullish
20250701,44061.48828125,44604.1484375,44013.5390625,44494.94140625,593600000,0.0,0.0,0.9075268546678616,42862.4111328125,3.2628309724716864,0.723127604885347,4.512109550829571,1.2550023654701323,Bullish
20250702,44455.66015625,44557.8203125,44354.01171875,44484.421875,499870000,0.0,0.0,-0.02364208361115283,42960.6501953125,3.4944329541631403,0.7231494038825975,4.832242044868583,-0.03269322146186972,Bullish
20250703,44565.75,44885.828125,44550.421875,44828.53125,346620000,0.0,0.0,0.7735502913063241,43080.68984375,3.3228771937343193,0.7249733159154997,4.583447584602716,1.0670051908455156,Bullish
20250707,44803.359375,44803.359375,44160.3203125,44406.359375,442350000,0.0,0.0,-0.9417481751646695,43185.0208984375,1.33979833536777,0.7666342124269414,1.7476370264331895,-1.2284191859679312,Bullish
20250708,44378.578125,44436.9609375,44201.37109375,44240.76171875,445670000,0.0,0.0,-0.3729142820549036,43258.9154296875,0.3310873127402081,0.7539669241379786,0.4391271051031118,-0.49460297277796633,Sideways
