Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change,MA,Slope,Volatility,TrendStrength,Shock,Trend
20250619,1512.93994140625,1512.93994140625,1501.3800048828125,1501.43994140625,123664800,0.0,0.0,-0.6951294755146442,1518.4874938964845,-1.6493989199325654,0.4702013209789554,-3.5078568399138694,-1.4783656372283052,Bearish
20250620,1500.93994140625,1507.969970703125,1500.0400390625,1502.739990234375,404511300,0.0,0.0,0.08658680192745738,1517.2734924316405,-1.012442791727508,0.40758478795695574,-2.484005344758917,0.21243874768113682,Bearish
20250623,1493.18994140625,1516.6099853515625,1488.8900146484375,1516.6099853515625,152617200,0.0,0.0,0.9229803696795491,1516.3349914550781,-0.22237020668085528,0.4449169028498295,-0.49980166016733857,2.074500572505958,Euphoria
20250624,1514.25,1519.06005859375,1511.0899658203125,1514.2900390625,166304200,0.0,0.0,-0.15296920839702466,1515.334490966797,0.17530790322977108,0.44539605169292207,0.3936000388046479,-0.34344536242653795,Sideways
20250625,1518.6700439453125,1524.7099609375,1515.8599853515625,1519.7900390625,180417200,0.0,0.0,0.3632065098575943,1515.0159912109375,0.5185414956724088,0.4410091195584326,1.1758067411204711,0.8235804969776149,Bullish
20250626,1520.239990234375,1528.1600341796875,1520.239990234375,1528.1600341796875,214545600,0.0,0.0,0.5507336475471636,1515.2499938964843,1.7796311418498245,0.45713168829657763,3.8930382369275534,1.204759288509133,Bullish
20250630,1533.4100341796875,1538.0999755859375,1526.300048828125,1532.9599609375,275196200,0.0,0.0,0.31409843540302074,1515.948992919922,2.010991315830468,0.4555708359546916,4.414223117720533,0.6894612442537018,Bullish
20250701,1533.989990234375,1541.530029296875,1532.2900390625,1541.530029296875,210974600,0.0,0.0,0.5590536333469398,1517.6079956054687,1.6431412285298874,0.4334123900430748,3.7911727174356584,1.2898884438706935,Bullish
20250702,1539.72998046875,1550.2099609375,1539.1800537109375,1550.2099609375,227442000,0.0,0.0,0.5630724978211488,1519.9559936523438,2.372063537922897,0.4312403121960336,5.50056075658484,1.3057046892341242,Bullish
20250703,1546.1400146484375,1548.989990234375,1540.3499755859375,1548.989990234375,246417400,0.0,0.0,-0.07869712709026588,1522.0069946289063,1.9213148146363324,0.43254886914846785,4.441844498215209,-0.1819381177557857,Bullish
20250704,1550.739990234375,1551.780029296875,1547.699951171875,1550.18994140625,213981000,0.0,0.0,0.07746668341566121,1523.6104919433594,1.4415968703427096,0.4136554293803026,3.4850186119939646,0.18727345977717272,Bullish
20250707,1544.739990234375,1544.739990234375,1534.6700439453125,1537.5400390625,239519500,0.0,0.0,-0.8160227341092563,1524.6479919433593,0.2987734997461411,0.46091048750930413,0.6482245638641709,-1.770458161017184,Bullish
20250708,1529.68994140625,1531.1400146484375,1526.27001953125,1530.1400146484375,175341200,0.0,0.0,-0.48128986732434154,1525.1844909667968,-0.7388772474080652,0.4761115939634807,-1.5518992958292452,-1.0108761757254288,Sideways
20250709,1529.0,1532.6199951171875,1523.2099609375,1529.239990234375,164963400,0.0,0.0,-0.05881974234033249,1525.7989929199218,-1.3527180982918718,0.47440811976999725,-2.851380577018153,-0.12398553036750194,Sideways
20250710,1531.4300537109375,1536.52001953125,1523.25,1536.52001953125,204036900,0.0,0.0,0.4760553832861225,1526.4329956054687,-0.8050388176645495,0.47543294750672965,-1.6932751966104629,1.001309197822021,Sideways
20250711,1537.8800048828125,1541.93994140625,1530.77001953125,1536.0699462890625,195392700,0.0,0.0,-0.029291726529201423,1526.9054931640626,-0.9108558080552775,0.474509752614051,-1.9195723650302603,-0.06173050473216775,Sideways
20250714,1535.56005859375,1538.3299560546875,1533.9300537109375,1537.510009765625,115095900,0.0,0.0,0.09374986341224023,1527.8754943847657,-0.0019530741386941664,0.45383117274598844,-0.0043035257513862136,0.20657431450772662,Sideways
20250715,1536.06005859375,1538.56005859375,1525.4000244140625,1525.4000244140625,165557600,0.0,0.0,-0.7876361958390476,1528.14599609375,-0.3097749349077694,0.4917395418300776,-0.6299573423664458,-1.6017345135755183,Bearish
20250716,1523.77001953125,1526.2900390625,1510.1400146484375,1511.5,178459700,0.0,0.0,-0.9112379829285588,1528.1389953613282,-1.1600527286535378,0.5196185749027719,-2.2325081986736146,-1.7536670683858149,Bearish
20250717,1511.8900146484375,1521.1500244140625,1511.6400146484375,1520.93994140625,197536400,0.0,0.0,0.6245412772907688,1528.5884948730468,-1.013984713961169,0.5380502187231262,-1.884554041010348,1.160749044527663,Bearish
20250718,1522.969970703125,1529.52001953125,1522.969970703125,1525.8599853515625,231202000,0.0,0.0,0.3234870629252873,1529.8094970703125,-0.6646807303382185,0.5133390415322187,-1.2948181933606178,0.6301625957763516,Bearish
20250721,1526.4599609375,1526.699951171875,1520.02001953125,1524.5899658203125,160470400,0.0,0.0,-0.08323303208960242,1530.9019958496094,-0.8403225906335354,0.514661135458923,-1.6327686952390923,-0.1617239506833629,Bearish
20250722,1526.2900390625,1527.9000244140625,1518.75,1519.4000244140625,123201100,0.0,0.0,-0.3404155558283217,1531.0414978027343,-0.39333944565161927,0.48136053284561814,-0.8171410383945437,-0.707194571636183,Bearish
20250723,1519.47998046875,1529.7900390625,1519.47998046875,1529.7900390625,163155000,0.0,0.0,0.6838235146431781,1531.8164978027344,1.2100588198809215,0.5023329612805281,2.40887800154759,1.3612953306906266,Sideways
20250724,1531.050048828125,1540.3199462890625,1529.7099609375,1540.3199462890625,171355500,0.0,0.0,0.6883236887210709,1532.8429931640626,1.2742123706011688,0.5179472124668745,2.4601201433875106,1.3289456379979898,Bullish
20250725,1538.6600341796875,1539.8199462890625,1525.97998046875,1533.760009765625,156077500,0.0,0.0,-0.4258814241315023,1533.1229919433595,0.5177424200060177,0.5161126581166492,1.0031577638403903,-0.8251714377352991,Bullish
20250728,1538.050048828125,1539.3800048828125,1528.3399658203125,1529.3800048828125,180890200,0.0,0.0,-0.2855730267398049,1532.943994140625,0.3141853986899923,0.515519310135279,0.6094541804991669,-0.5539521432569943,Sideways
20250729,1529.5799560546875,1537.6199951171875,1523.8199462890625,1523.8199462890625,177935200,0.0,0.0,-0.3635498421581618,1532.0584899902344,0.29089915782412046,0.5030052901258502,0.5783222632734907,-0.7227555043550394,Sideways
20250730,1524.0999755859375,1524.5,1516.9599609375,1524.5,164771700,0.0,0.0,0.04462821953430396,1530.7729919433593,-0.3458016412331899,0.48232611996021574,-0.7169457073187598,0.09252706351044203,Bearish
20250731,1523.989990234375,1524.050048828125,1513.25,1513.25,275598100,0.0,0.0,-0.7379468678255119,1528.9859924316406,-1.757423602432684,0.5040898539527363,-3.4863300434478903,-1.463919303352418,Bearish
20250801,1519.8699951171875,1534.47998046875,1519.1700439453125,1533.3499755859375,146055100,0.0,0.0,1.3282653617008089,1528.143994140625,-0.026733920370647368,0.598105568149587,-0.044697661741147976,2.2207874870822266,Euphoria
20250804,1530.280029296875,1530.280029296875,1522.9599609375,1526.97998046875,127162100,0.0,0.0,-0.4154299552359797,1527.6159912109374,-0.156927931998585,0.5775594761461333,-0.271708695779202,-0.7192851513890981,Sideways
20250805,1528.6300048828125,1538.6400146484375,1528.6300048828125,1538.6400146484375,239523700,0.0,0.0,0.7636009855288339,1528.0409912109376,0.9725603340122957,0.5935497962975143,1.6385488464135602,1.2864986060008388,Bullish
20250806,1537.9200439453125,1542.8900146484375,1533.06005859375,1541.47998046875,186087600,0.0,0.0,0.18457636570445857,1528.6529907226563,1.1138065246802276,0.5941413040565421,1.8746492073108436,0.3106607206808385,Bullish
20250807,1540.5,1549.1099853515625,1537.739990234375,1549.1099853515625,177650300,0.0,0.0,0.4949791745262999,1529.282489013672,2.3697330481785794,0.5948843031935447,3.983519207780459,0.8320595649760475,Bullish
20250808,1549.0,1556.97998046875,1546.4100341796875,1556.97998046875,215176600,0.0,0.0,0.5080333347281085,1530.3279907226563,1.5410705487364451,0.6035422846774843,2.553376271821533,0.8417526785212522,Bullish
20250811,1557.739990234375,1565.43994140625,1554.949951171875,1563.239990234375,186306900,0.0,0.0,0.40206103123692216,1531.6144897460938,2.374622472423904,0.6081182256257258,3.904869764395774,0.6611560290323806,Bullish
20250812,1561.8299560546875,1572.969970703125,1561.8299560546875,1567.9000244140625,168959000,0.0,0.0,0.29810100872540435,1533.7394897460938,1.9016800217762864,0.5736229406885482,3.3152091502714396,0.5196811138124616,Bullish
20250813,1569.0699462890625,1590.6099853515625,1569.0699462890625,1586.5999755859375,308045100,0.0,0.0,1.1926749716623775,1537.4944885253906,2.92705683426826,0.5637043024004851,5.192539460500207,2.1157812111482497,Euphoria
20250814,1586.9100341796875,1595.31005859375,1575.7900390625,1581.050048828125,279484200,0.0,0.0,-0.34980000272362144,1540.4999938964843,2.061833167340521,0.5711623252170579,3.6098900020357014,-0.6124353573052765,Bullish
20250815,1581.75,1581.7900390625,1571.18994140625,1576.3399658203125,180941100,0.0,0.0,-0.29790853308556686,1543.023992919922,1.243431874167955,0.5806580365635402,2.1414185215223296,-0.5130533193833913,Bullish
20250818,1578.260009765625,1588.6099853515625,1575.47998046875,1584.9599609375,291643200,0.0,0.0,0.546836044514154,1546.0424926757812,1.3894201043224585,0.5835965372782607,2.3807888079705632,0.9370104337226746,Bullish
20250819,1587.4300537109375,1594.4000244140625,1584.6199951171875,1590.239990234375,255717800,0.0,0.0,0.3331332921338914,1549.584490966797,1.4248335654348354,0.5702969887093845,2.498406257868058,0.5841400160428544,Bullish
20250820,1588.030029296875,1591.0400390625,1583.4000244140625,1588.2099609375,273827300,0.0,0.0,-0.1276555305703142,1552.5054870605468,0.10147393018633544,0.5651268570623584,0.17955956068663426,-0.22588827442017706,Sideways
20250821,1591.9200439453125,1596.02001953125,1589.8800048828125,1592.8699951171875,305189800,0.0,0.0,0.2934142395717432,1555.132989501953,0.7476010198300465,0.553545387524938,1.3505686013802545,0.5300635615151331,Bullish
20250822,1593.800048828125,1603.18994140625,1593.4200439453125,1597.469970703125,244636700,0.0,0.0,0.2887853748289704,1558.3184875488282,1.3404471967324971,0.5358856850552696,2.501367799354908,0.5388936164607308,Bullish
20250825,1602.8199462890625,1609.6500244140625,1599.5899658203125,1602.449951171875,298785900,0.0,0.0,0.31174172661023736,1561.9719848632812,1.1034972911258656,0.5236066888597783,2.1074927318611505,0.5953738430826686,Bullish
20250826,1602.9000244140625,1604.52001953125,1581.5899658203125,1581.5899658203125,922433700,0.0,0.0,-1.3017558106140914,1564.8604858398437,-0.5439445912052365,0.6142313713347187,-0.8855695371326447,-2.119324852759293,Panic
20250827,1581.77001953125,1587.9100341796875,1576.75,1587.9100341796875,292236900,0.0,0.0,0.39960220385546474,1568.030987548828,-0.018884578562616827,0.6149981258182596,-0.03070672538634285,0.6497616611819605,Sideways
20250828,1589.260009765625,1596.1600341796875,1587.0699462890625,1587.0699462890625,307603100,0.0,0.0,-0.052905257384994187,1571.7219848632812,-0.3641256879660326,0.5776123602764015,-0.6303980195157002,-0.09159301466415598,Sideways
20250829,1586.8299560546875,1587.300048828125,1572.239990234375,1575.1199951171875,323883300,0.0,0.0,-0.7529568057045521,1573.8104858398438,-1.3990858041669552,0.5583917234379927,-2.5055632908612018,-1.3484383347744322,Sideways
20250902,1576.8599853515625,1576.9100341796875,1561.3599853515625,1576.699951171875,261521800,0.0,0.0,0.10030702800962743,1576.296484375,-1.6069144612703146,0.5432925818210131,-2.9577331166279572,0.18462800959552475,Sideways
20250903,1575.22998046875,1582.3399658203125,1573.949951171875,1578.52001953125,270878800,0.0,0.0,0.11543530257753787,1578.2904846191407,-0.19410506865920052,0.5245085671897746,-0.37007034927795673,0.22008277804883167,Sideways
20250904,1579.9200439453125,1581.8900146484375,1575.989990234375,1578.1500244140625,219533800,0.0,0.0,-0.02343936805422331,1580.1239868164062,-0.6146450085673161,0.5254171454701718,-1.169822899512155,-0.044610969124824595,Bearish
