Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change,MA,Slope,Volatility,TrendStrength,Shock,Trend
20250619,23620.01953125,23653.55078125,23185.580078125,23237.740234375,3871900000,0.0,0.0,-1.994666665788014,23701.9970703125,-3.318610300651348,1.0613814639100456,-3.1266895206798218,-1.879311758884331,Bearish
20250620,23291.400390625,23538.630859375,23291.400390625,23530.48046875,4801500000,0.0,0.0,1.25976205699192,23698.45810546875,-1.515451127201839,1.1003166001435576,-1.3772864346535525,1.1449087079369333,Bearish
20250623,23335.509765625,23689.130859375,23272.75,23689.130859375,3225900000,0.0,0.0,0.6742335365216956,23718.79814453125,-1.5454865796368566,1.0628691698670514,-1.4540703818045388,0.6343523320052946,Bearish
20250624,23832.73046875,24229.2109375,23832.73046875,24177.0703125,3995700000,0.0,0.0,2.0597608921219646,23758.5521484375,0.8205465521260447,1.1491439594418678,0.7140502679269003,1.7924306830298076,Bullish
20250625,24327.8203125,24533.390625,24287.859375,24474.669921875,3724300000,0.0,0.0,1.2309167551253442,23819.3701171875,3.222093015305849,1.159845330416037,2.77803680439881,1.0612766399497542,Bullish
20250626,24345.2890625,24411.48046875,24235.5390625,24325.400390625,3258500000,0.0,0.0,-0.6098939504658452,23856.97109375,4.6805762749729585,1.1455018732112372,4.08604855603744,-0.5324251009351053,Bullish
20250627,24451.189453125,24471.529296875,24194.849609375,24284.150390625,4341600000,0.0,0.0,-0.16957583159000755,23906.69013671875,3.2029516901532107,1.1031420874873878,2.9034806363417167,-0.15372075230693824,Bullish
20250630,24274.91015625,24274.91015625,24064.259765625,24072.279296875,3775900000,0.0,0.0,-0.8724665691075328,23952.40556640625,1.6174018362027365,1.1166118767368065,1.4484906258828643,-0.7813516829654674,Bullish
20250702,24304.310546875,24372.69921875,24122.5703125,24221.41015625,4061300000,0.0,0.0,0.6195128327310506,23987.8515625,0.18339626421599586,1.0773343057910034,0.17023152723364002,0.5750423331003,Sideways
20250703,24234.279296875,24269.140625,23920.0,24069.939453125,3594900000,0.0,0.0,-0.6253587307587627,24008.6470703125,-1.6536707953240248,1.0854079584564906,-1.5235476969190782,-0.5761508618824362,Sideways
